district,block,cluster,gp,n_students,pct_mean,pct_sd,gp_id,pct_floor,pct_p90,gender_gap_pp
Bidar,B0068 humnabad,C0472 gadwanthi,1837 dhumansoor,98,76.73,14.33,1837,58.5,95.0,5.13
Bidar,B0068 humnabad,C0472 gadwanthi,3381 kankatta,363,64.49,25.36,3381,30.0,95.0,6.95
Bidar,B0068 humnabad,C0472 gadwanthi,4257 maniknagar,144,47.26,28.42,4257,10.0,85.0,9.28
Bidar,B0068 humnabad,C0498 ghatboral,2090 ghatboral,107,26.82,24.5,2090,0.0,67.0,-1.75
Bidar,B0068 humnabad,C0498 ghatboral,2094 ghodwadi,82,39.82,27.53,2094,5.0,80.0,-15.22
Bidar,B0068 humnabad,C0580 hallikhed (b),1723 dakulgi,272,34.98,27.58,1723,5.0,79.5,8.99
Bidar,B0068 humnabad,C0581 hallikhed (k),2361 hallikhed (k),369,66.6,26.72,2361,25.0,95.0,1.53
Bidar,B0068 humnabad,C0581 hallikhed (k),6285 kallur,339,73.92,19.37,6285,45.0,95.0,4.82
Bidar,B0068 humnabad,C0595 handikera,1486 chandanhalli,376,62.01,26.84,1486,22.5,95.0,10.39
Bidar,B0068 humnabad,C0595 handikera,5539 sultanabad,371,51.89,24.32,5539,15.0,85.0,1.27
Bidar,B0068 humnabad,C0712 hudgi,2817 hudgi,258,41.32,29.09,2817,8.5,85.0,4.17
Bidar,B0068 humnabad,C0712 hudgi,5414 sindhankera,279,63.1,25.5,5414,29.0,90.0,5.86
Bidar,B0068 humnabad,C0730 humnabad (urdu),4711 nandgaon,115,76.78,19.85,4711,50.0,98.0,7.12
Bidar,B0068 humnabad,C1131 manna-ekhelli,4243 mangalgi,241,32.1,26.36,4243,0.0,70.0,-0.23
Bidar,B0068 humnabad,C1131 manna-ekhelli,4266 mannaekhelli,266,36.84,28.5,4266,5.0,80.0,2.93
Bidar,B0068 humnabad,C1132 mannaekheli (urdu),4869 nirna,95,26.95,23.42,4869,2.0,63.0,9.42
Bidar,B0068 humnabad,C1317 nirna,4599 muttangi,177,44.55,30.25,4599,5.0,85.0,2.03
Bidar,B0068 humnabad,C1317 nirna,4869 nirna,239,38.26,26.92,4869,5.0,80.0,2.65
Bidar,B0068 humnabad,C1469 sedol (urdu),1953 dubalgundi,83,88.01,9.94,1953,80.0,100.0,-3.95
Bidar,B0068 humnabad,C1469 sedol (urdu),2094 ghodwadi,79,72.22,21.27,2094,45.0,100.0,-4.17
Bidar,B0068 humnabad,C1515 sitalgera,5442 sitalgera,268,55.71,27.82,5442,15.0,90.0,-8.93
Bidar,B0068 humnabad,C1515 sitalgera,5622 talmadgi,179,55.78,28.84,5622,10.0,90.0,-1.89
Bidar,B0068 humnabad,C1632 udbal,2974 itaga,451,26.54,24.09,2974,0.0,65.0,2.57
Bidar,B0068 humnabad,C1632 udbal,3646 kodambal,265,47.3,24.94,3646,10.0,80.0,11.77
Bidar,B0068 humnabad,C1632 udbal,4583 mustari,223,29.78,24.53,4583,0.0,65.0,6.56
Bidar,B0068 humnabad,C1632 udbal,5858 udbal,78,65.45,20.34,5858,38.5,85.0,-2.78
Chamarajanagara,B0027 chamarajanagar,C0042 aluru,6270 aluru,176,43.84,29.43,6270,5.0,85.0,-2.15
Chamarajanagara,B0027 chamarajanagar,C0044 amachavadi,636 amachavadi,287,42.75,28.23,636,5.0,85.0,15.73
Chamarajanagara,B0027 chamarajanagar,C0044 amachavadi,6460 honnahalli,186,46.8,23.8,6460,15.0,80.0,2.59
Chamarajanagara,B0027 chamarajanagar,C0078 arakala vadi,6102 yaraganahalli,99,52.53,25.14,6102,20.0,90.0,4.74
Chamarajanagara,B0027 chamarajanagar,C0078 arakala vadi,757 arakalavadi,222,54.28,25.71,757,15.0,85.0,3.02
Chamarajanagara,B0027 chamarajanagar,C0122 bagali,1760 demahalli,165,77.61,16.48,1760,55.0,95.0,7.73
Chamarajanagara,B0027 chamarajanagar,C0122 bagali,5228 santhemaralli,66,44.7,21.48,5228,20.0,75.0,0.13
Chamarajanagara,B0027 chamarajanagar,C0122 bagali,918 bagali,206,72.96,21.59,918,45.0,95.0,7.85
Chamarajanagara,B0027 chamarajanagar,C0293 chamarajanagar-1v,1491 chandhakavadi,117,52.91,28.79,1491,13.0,90.0,10.73
Chamarajanagara,B0027 chamarajanagar,C0293 chamarajanagar-1v,3838 kudluru,137,50.58,25.12,3838,15.0,80.0,0.56
Chamarajanagara,B0027 chamarajanagar,C0293 chamarajanagar-1v,4094 madhapura,83,51.75,23.56,4094,21.0,84.0,0.09
Chamarajanagara,B0027 chamarajanagar,C0294 chandaka vadi,1491 chandhakavadi,113,50.66,24.39,1491,15.0,80.0,4.82
Chamarajanagara,B0027 chamarajanagar,C0294 chandaka vadi,2538 hebbasuru,176,52.36,26.6,2538,15.0,90.0,1.6
Chamarajanagara,B0027 chamarajanagar,C0294 chandaka vadi,842 attugulipura,95,35.95,26.34,842,5.0,78.0,7.6
Chamarajanagara,B0027 chamarajanagar,C0608 haradana halli,1368 bisalavadi,160,48.38,24.39,1368,15.0,80.0,-0.29
Chamarajanagara,B0027 chamarajanagar,C0608 haradana halli,1835 dhoddamole,252,52.7,24.78,1835,20.0,85.0,-0.85
Chamarajanagara,B0027 chamarajanagar,C0608 haradana halli,2442 haradhanahalli,208,68.89,20.7,2442,40.0,90.0,9.69
Chamarajanagara,B0027 chamarajanagar,C0608 haradana halli,5990 venkataiahanachathra,114,34.43,24.17,5990,5.0,70.0,-1.54
Chamarajanagara,B0027 chamarajanagar,C0612 harave,2462 harave,92,54.46,26.96,2462,15.0,89.5,-4.51
Chamarajanagara,B0027 chamarajanagar,C0612 harave,4173 maleyuru,164,47.13,27.43,4173,10.0,85.0,12.2
Chamarajanagara,B0027 chamarajanagar,C0612 harave,4535 mukkadahalli,77,51.69,23.12,4535,20.0,80.0,12.5
Chamarajanagara,B0027 chamarajanagar,C0612 harave,6213 govinda wadi,39,51.79,30.68,6213,5.0,86.0,-5.69
Chamarajanagara,B0027 chamarajanagar,C0641 heggotara,2566 heggotara,294,51.41,28.51,2566,15.0,90.0,6.27
Chamarajanagara,B0027 chamarajanagar,C0641 heggotara,4535 mukkadahalli,88,51.48,25.32,4535,15.0,80.0,5.61
Chamarajanagara,B0027 chamarajanagar,C0832 kagalavadi,2225 guleepura,176,57.02,28.09,2225,20.0,95.0,4.66
Chamarajanagara,B0027 chamarajanagar,C0832 kagalavadi,3201 kagalavadi,132,54.89,21.11,3201,25.0,80.0,8.6
Chamarajanagara,B0027 chamarajanagar,C0970 kolipalya,5022 punajnoor,131,42.94,30.04,5022,0.0,85.0,2.04
Chamarajanagara,B0027 chamarajanagar,C1012 kuderu,3829 kuderu,191,45.47,27.82,3829,5.0,85.0,6.35
Chamarajanagara,B0027 chamarajanagar,C1125 mangala,1294 bhogapura,139,58.45,27.22,1294,20.0,95.0,8.08
Chamarajanagara,B0027 chamarajanagar,C1125 mangala,6264 mangala,283,48.67,27.85,6264,10.0,85.0,6.48
Chamarajanagara,B0027 chamarajanagar,C1261 nagavalli,3098 jyothigowdanapura,295,48.02,26.55,3098,12.0,85.0,10.41
Chamarajanagara,B0027 chamarajanagar,C1261 nagavalli,6336 nagavalli,208,57.72,27.78,6336,13.5,90.0,6.06
Chamarajanagara,B0027 chamarajanagar,C1423 sagade,3857 kulagana,127,56.65,22.04,3857,25.0,85.0,7.84
Chamarajanagara,B0027 chamarajanagar,C1423 sagade,5150 sagade,179,59.02,27.36,5150,15.0,95.0,5.77
Chamarajanagara,B0027 chamarajanagar,C1447 santhe marahalli,3538 kempanapura,235,43.74,25.28,3538,10.0,80.0,11.99
Chamarajanagara,B0027 chamarajanagar,C1447 santhe marahalli,5228 santhemaralli,148,52.94,26.7,5228,13.5,86.5,2.79
Chamarajanagara,B0027 chamarajanagar,C1633 udigala,3809 kotthalavadi,228,51.95,27.17,3809,10.0,85.0,8.24
Chamarajanagara,B0027 chamarajanagar,C1633 udigala,5865 udigala,204,51.37,27.89,5865,11.5,90.0,13.55
Chamarajanagara,B0027 chamarajanagar,C1643 ummatturu,4768 navilur,81,54.14,21.76,4768,25.0,85.0,-3.56
Chamarajanagara,B0027 chamarajanagar,C1643 ummatturu,5904 ummatthuru,119,54.03,29.36,5904,9.0,90.0,6.06
Chamarajanagara,B0027 chamarajanagar,C1694 venkataiana chathra,5990 venkataiahanachathra,89,46.07,26.72,5990,10.0,86.0,10.47
Chamarajanagara,B0027 chamarajanagar,C1694 venkataiana chathra,842 attugulipura,101,39.6,23.91,842,10.0,75.0,6.12
Chamarajanagara,B0027 chamarajanagar,C2146 honganuru,1987 erasavadi,42,37.86,24.94,1987,10.0,65.0,14.52
Chamarajanagara,B0027 chamarajanagar,C2146 honganuru,2740 honganoor,230,50.02,27.74,2740,10.0,90.0,4.84
Chamarajanagara,B0027 chamarajanagar,C2146 honganuru,4344 masanapura,167,77.72,15.3,4344,60.0,95.0,1.92
Chamarajanagara,B0027 chamarajanagar,C2489 nanjedevanapura,4729 nanjedevanapura,161,70.28,26.39,4729,30.0,95.0,6.89
Chamarajanagara,B0027 chamarajanagar,C2489 nanjedevanapura,5385 shivapura,49,65.51,17.98,5385,45.0,90.0,3.42
Chamarajanagara,B0027 chamarajanagar,C2781 badanaguppe,906 badanaguppe,143,43.88,24.69,906,11.0,80.0,6.2
Chamarajanagara,B0027 chamarajanagar,C2797 chamarajanagar - i,5385 shivapura,123,56.06,23.48,5385,25.0,85.0,9.09
Chamarajanagara,B0027 chamarajanagar,C2798 chamarajanagar urdu,4094 madhapura,73,52.4,24.55,4094,20.0,85.0,8.17
Chamarajanagara,B0050 gundlupet,C0021 agathagowdanahalli,547 agathagowdana halli,241,55.1,27.09,547,15.0,90.0,5.36
Chamarajanagara,B0050 gundlupet,C0021 agathagowdanahalli,608 alathur,411,43.54,25.67,608,10.0,75.0,7.98
Chamarajanagara,B0050 gundlupet,C0165 baragi,1059 baragi,313,53.21,26.71,1059,15.0,90.0,8.4
Chamarajanagara,B0050 gundlupet,C0165 baragi,4533 mukhahalli,338,46.89,25.74,4533,15.0,80.0,2.72
Chamarajanagara,B0050 gundlupet,C0165 baragi,4811 nenekatte,319,50.47,28.96,4811,10.0,90.0,10.91
Chamarajanagara,B0050 gundlupet,C0185 begur,1133 begur,297,39.49,25.9,1133,5.0,75.0,6.54
Chamarajanagara,B0050 gundlupet,C0185 begur,5039 raghavapura,254,52.72,28.39,5039,11.5,90.0,7.17
Chamarajanagara,B0050 gundlupet,C0231 bheemanabeedu,1230 berambadi,236,43.24,26.95,1230,10.0,80.0,9.68
Chamarajanagara,B0050 gundlupet,C0231 bheemanabeedu,1281 bheemana beedu,342,44.59,24.75,1281,10.0,79.5,1.19
Chamarajanagara,B0050 gundlupet,C0231 bheemanabeedu,3391 kannegala,292,50.55,24.85,3391,15.0,85.0,4.94
Chamarajanagara,B0050 gundlupet,C0231 bheemanabeedu,3962 kuthanuru,199,59.35,27.11,3962,20.0,95.0,11.24
Chamarajanagara,B0050 gundlupet,C0260 bommalapura,1385 bommalapura,302,41.46,29.96,1385,5.0,89.5,12.98
Chamarajanagara,B0050 gundlupet,C0260 bommalapura,5936 vaddagere,154,47.31,27.41,5936,10.0,85.0,5.53
Chamarajanagara,B0050 gundlupet,C0260 bommalapura,888 bachahalli,157,50.64,26.4,888,13.0,85.0,9.52
Chamarajanagara,B0050 gundlupet,C0339 chikkathuppuru,1047 bannithalapura,271,46.38,29.47,1047,5.0,85.0,8.78
Chamarajanagara,B0050 gundlupet,C0339 chikkathuppuru,5030 puthanapura,177,54.21,29.82,5030,10.0,95.0,12.75
Chamarajanagara,B0050 gundlupet,C0339 chikkathuppuru,5338 shindana pura,241,49.5,27.47,5338,10.0,85.0,6.62
Chamarajanagara,B0050 gundlupet,C0339 chikkathuppuru,6483 annuru,225,41.8,26.36,6483,10.0,80.0,15.05
Chamarajanagara,B0050 gundlupet,C0340 chikkati,1609 chikkati,263,47.34,25.39,1609,10.0,80.0,8.95
Chamarajanagara,B0050 gundlupet,C0340 chikkati,4871 nitre,548,45.94,29.68,4871,5.0,85.0,3.08
Chamarajanagara,B0050 gundlupet,C0598 hangala,2418 hangala,289,48.53,28.3,2418,10.0,85.0,7.67
Chamarajanagara,B0050 gundlupet,C0598 hangala,6256 mangala,144,48.65,25.74,6256,11.5,85.0,6.17
Chamarajanagara,B0050 gundlupet,C0698 horeyala,2771 horeyala,233,47.08,27.13,2771,10.0,85.0,12.75
Chamarajanagara,B0050 gundlupet,C0698 horeyala,3795 kotekere,332,54.02,28.35,3795,10.0,90.0,12.13
Chamarajanagara,B0050 gundlupet,C0733 hundipura,2874 hundipura,114,40.61,23.8,2874,10.0,75.0,-0.32
Chamarajanagara,B0050 gundlupet,C0733 hundipura,6291 shivapura,191,62.85,23.51,6291,30.0,95.0,9.22
Chamarajanagara,B0050 gundlupet,C0815 kabbahalli,3132 kabbahalli,292,63.96,26.13,3132,25.0,95.0,2.92
Chamarajanagara,B0050 gundlupet,C0815 kabbahalli,5453 somahalli,307,61.35,30.9,5453,10.0,100.0,14.12
Chamarajanagara,B0050 gundlupet,C1334 paduguru,3529 kelasuru,308,52.27,24.48,3529,20.0,85.0,-9.06
Chamarajanagara,B0050 gundlupet,C1334 paduguru,4917 paduguru,336,55.09,27.98,4917,15.0,90.0,18.57
Chamarajanagara,B0050 gundlupet,C1584 terakanambi,5668 terakanambi,313,52.33,27.71,5668,10.0,85.0,4.32
Chamarajanagara,B0050 gundlupet,C1584 terakanambi,948 balachavadi,266,56.62,28.8,948,15.0,95.0,3.41
Chamarajanagara,B0050 gundlupet,C1683 vaddagere,1386 bommana halli,224,43.64,26.71,1386,6.5,80.0,9.68
Chamarajanagara,B0050 gundlupet,C1683 vaddagere,3650 kodasoge,266,51.11,27.98,3650,10.0,85.0,6.89
Chamarajanagara,B0050 gundlupet,C1683 vaddagere,5936 vaddagere,79,57.41,28.63,5936,10.0,95.0,4.52
Chamarajanagara,B0054 hanur,C0148 bandahalli,1017 bandalli,246,63.92,26.5,1017,25.0,95.0,5.96
Chamarajanagara,B0054 hanur,C0148 bandahalli,4212 managalli,214,53.9,26.38,4212,16.5,85.0,3.89
Chamarajanagara,B0054 hanur,C0607 hanur,4239 mangala,106,52.69,26.81,4239,15.0,90.0,15.19
Chamarajanagara,B0054 hanur,C1006 kowdalli,1908 doddalathur,217,60.94,23.73,1908,25.0,90.0,2.25
Chamarajanagara,B0054 hanur,C1006 kowdalli,3815 kowdalli,198,44.42,24.38,3815,15.0,80.0,7.27
Chamarajanagara,B0054 hanur,C1006 kowdalli,3922 kuratti hosur,178,45.39,26.74,3922,10.0,85.0,10.97
Chamarajanagara,B0054 hanur,C1006 kowdalli,5325 shettalli,221,52.94,27.24,5325,15.0,90.0,11.0
Chamarajanagara,B0054 hanur,C1018 kuduluru,2821 hugyam,401,38.25,26.75,2821,5.0,80.0,7.71
Chamarajanagara,B0054 hanur,C1064 lokkanahalli,1591 chikkamalapura,155,54.77,25.76,1591,15.0,85.0,10.04
Chamarajanagara,B0054 hanur,C1064 lokkanahalli,3397 kannuru,320,45.55,27.71,3397,5.0,80.0,3.68
Chamarajanagara,B0054 hanur,C1064 lokkanahalli,4026 lokkanahalli,307,56.71,30.45,4026,15.0,95.0,-3.24
Chamarajanagara,B0054 hanur,C1074 m.m.hills,2148 gopinatham,159,63.46,20.31,2148,40.0,90.0,5.41
Chamarajanagara,B0054 hanur,C1074 m.m.hills,4037 m m hills,48,27.71,22.55,4037,0.0,61.5,-16.25
Chamarajanagara,B0054 hanur,C1076 maaralli,1854 dinnalli,222,42.97,26.61,1854,5.0,80.0,2.25
Chamarajanagara,B0054 hanur,C1076 maaralli,4444 minyam,296,28.24,21.34,4444,5.0,60.0,-0.42
Chamarajanagara,B0054 hanur,C1076 maaralli,5528 suleripalya,341,42.32,26.44,5528,10.0,80.0,5.85
Chamarajanagara,B0054 hanur,C1152 martalli,4334 martalli,388,46.39,25.43,4334,10.0,80.0,2.41
Chamarajanagara,B0054 hanur,C1326 odakehalla,4037 m m hills,139,25.97,24.2,4037,0.0,60.0,-0.58
Chamarajanagara,B0054 hanur,C1326 odakehalla,5005 ponnachi,114,39.56,25.6,5005,6.5,75.0,-14.64
Chamarajanagara,B0054 hanur,C1328 odeyarapalya,2903 hutturu,223,62.15,27.61,2903,20.0,95.0,8.76
Chamarajanagara,B0054 hanur,C1328 odeyarapalya,6272 bailooru,201,49.9,31.18,6272,10.0,90.0,11.46
Chamarajanagara,B0054 hanur,C1331 p.g.palya,4908 p g palya,93,66.18,26.82,4908,30.0,95.0,3.07
Chamarajanagara,B0054 hanur,C1390 ramapura,573 ajjipura,165,54.06,24.47,573,20.0,85.0,6.01
Chamarajanagara,B0054 hanur,C1390 ramapura,6237 ramapura,273,50.86,29.37,6237,10.0,90.0,1.67
Chamarajanagara,B0054 hanur,C1498 shyagyam,1982 ellemala,311,56.99,25.26,1982,25.0,90.0,3.81
Chamarajanagara,B0054 hanur,C1498 shyagyam,5393 shygya,205,69.15,18.27,5393,45.0,90.0,-0.79
Chamarajanagara,B0080 kollegala,C0863 kamagere,3747 kongarahalli,56,71.52,19.21,3747,42.5,92.5,6.96
Chamarajanagara,B0080 kollegala,C0863 kamagere,5394 siddaiahanapura,210,64.36,21.74,5394,35.0,90.0,5.5
Chamarajanagara,B0080 kollegala,C0863 kamagere,5422 singanalluru,143,72.17,19.46,5422,45.0,95.0,0.69
Chamarajanagara,B0080 kollegala,C0996 kothanur,1587 chikkalluru,272,49.67,24.82,1587,15.0,80.0,1.7
Chamarajanagara,B0080 kollegala,C0996 kothanur,1926 doddinduvadi,427,34.45,24.51,1926,5.0,70.0,7.71
Chamarajanagara,B0080 kollegala,C0996 kothanur,5711 thellanuru,225,41.69,27.07,5711,7.0,80.0,15.19
Chamarajanagara,B0080 kollegala,C1034 kunthur,3881 kunagalli,429,38.33,27.74,3881,5.0,80.0,0.36
Chamarajanagara,B0080 kollegala,C1034 kunthur,3907 kunthuru,336,56.77,24.69,3907,22.5,85.0,3.65
Chamarajanagara,B0080 kollegala,C1088 madhuvanahalli,4099 madhuvanahalli,386,50.58,27.93,4099,10.0,85.0,7.29
Chamarajanagara,B0080 kollegala,C1088 madhuvanahalli,5725 thimmarajapura,206,58.4,27.53,5725,17.5,90.0,9.24
Chamarajanagara,B0080 kollegala,C1222 mulluru,2453 harale,323,43.89,25.49,2453,10.0,80.0,1.87
Chamarajanagara,B0080 kollegala,C1222 mulluru,4545 mulluru,318,55.24,22.92,4545,25.0,85.0,3.93
Chamarajanagara,B0080 kollegala,C1222 mulluru,5603 tagarapura,456,69.84,23.2,5603,35.0,95.0,5.65
Chamarajanagara,B0080 kollegala,C1343 palya,1821 dhanagere,302,54.75,25.15,1821,20.5,90.0,4.85
Chamarajanagara,B0080 kollegala,C1343 palya,4942 palya,251,51.25,27.19,4942,15.0,85.0,10.65
Chamarajanagara,B0080 kollegala,C1460 sathegala,5262 sathegala,574,44.44,25.7,5262,10.0,80.0,8.02
Chamarajanagara,B0142 yelandur,C0020 agara,4209 mamballi,190,60.63,24.61,4209,25.0,90.0,14.87
Chamarajanagara,B0142 yelandur,C0020 agara,538 agara,117,54.36,24.48,538,20.0,85.0,3.25
Chamarajanagara,B0142 yelandur,C0447 duggahatti,1957 duggahatti,211,41.94,25.89,1957,5.0,80.0,0.91
Chamarajanagara,B0142 yelandur,C0447 duggahatti,6326 ambale,188,55.59,24.88,6326,20.0,90.0,0.05
Chamarajanagara,B0142 yelandur,C0538 gumballi,2232 gumballi,133,40.3,27.62,2232,5.0,79.0,5.25
Chamarajanagara,B0142 yelandur,C0538 gumballi,6101 yaragamballi,162,42.31,25.28,6101,10.0,75.0,4.25
Chamarajanagara,B0142 yelandur,C0538 gumballi,6303 b.r hills,102,47.94,27.39,6303,5.0,84.5,-2.63
Chamarajanagara,B0142 yelandur,C0931 kesthur,3575 kesthur,549,48.36,26.06,3575,15.0,85.0,9.52
Chamarajanagara,B0142 yelandur,C0931 kesthur,6330 honnur,306,37.42,25.97,6330,5.0,75.0,5.3
Chamarajanagara,B0142 yelandur,C1739 yelandur,6116 yariyur,262,38.24,23.48,6116,5.0,70.0,8.99
Chamarajanagara,B0142 yelandur,C2377 maddur,2174 gowdahalli,196,62.07,24.2,2174,30.0,90.0,6.99
Chamarajanagara,B0142 yelandur,C2377 maddur,4090 maddur,161,62.05,19.97,4090,35.0,85.0,2.45
Chikkaballapura,B0010 bagepally,C0008 achaganapalli,3089 joolapalya,344,40.35,24.52,3089,10.0,75.0,-4.94
Chikkaballapura,B0010 bagepally,C0008 achaganapalli,6178 poolanaikanahalli,237,43.9,28.3,6178,5.0,85.0,5.72
Chikkaballapura,B0010 bagepally,C0125 bagepalli rural,4955 paragodu,440,45.95,25.24,4955,10.0,80.0,0.16
Chikkaballapura,B0010 bagepally,C0126 bagepally,2064 gantamvaripalli,349,48.91,27.96,2064,10.0,85.0,0.34
Chikkaballapura,B0010 bagepally,C0253 billur,1353 billur,271,30.24,23.28,1353,0.0,65.0,5.35
Chikkaballapura,B0010 bagepally,C0253 billur,5741 tholapalli,98,49.18,26.47,5741,13.5,80.0,5.74
Chikkaballapura,B0010 bagepally,C0288 chakavelu,1467 chakavaelur,289,35.43,27.17,1467,5.0,75.0,-2.4
Chikkaballapura,B0010 bagepally,C0288 chakavelu,5017 pulagal,156,51.03,31.6,5017,10.0,95.0,0.55
Chikkaballapura,B0010 bagepally,C0311 chelur,6342 chelur,89,40.45,32.85,6342,5.0,90.0,8.1
Chikkaballapura,B0010 bagepally,C0395 devaragudipalli,1795 devaragudipalli,472,50.52,27.03,1795,15.0,85.0,4.1
Chikkaballapura,B0010 bagepally,C0464 g.maddepalli,2150 gorathapalli,198,50.2,29.41,2150,10.0,85.0,-0.13
Chikkaballapura,B0010 bagepally,C0464 g.maddepalli,5718 thimampalli,228,32.68,24.61,5718,5.0,70.0,0.53
Chikkaballapura,B0010 bagepally,C0537 gulur,2229 gulur,272,41.58,27.92,2229,5.0,80.0,4.06
Chikkaballapura,B0010 bagepally,C0537 gulur,4697 nallappareddipalli,261,41.36,27.83,4697,5.0,80.0,3.34
Chikkaballapura,B0010 bagepally,C0873 kanagamakalapalli,3370 kangamakalapalli,359,47.53,26.31,3370,10.0,85.0,0.1
Chikkaballapura,B0010 bagepally,C1075 m.nallagutapalli,1467 chakavaelur,143,46.08,30.11,1467,5.0,90.0,8.59
Chikkaballapura,B0010 bagepally,C1075 m.nallagutapalli,4039 m nallagutlapalli,229,37.88,25.67,4039,5.0,75.0,-5.65
Chikkaballapura,B0010 bagepally,C1148 marganukunte,3798 kothakote,191,51.44,25.39,3798,15.0,85.0,2.94
Chikkaballapura,B0010 bagepally,C1148 marganukunte,4285 maraganakunte,312,31.27,22.04,4285,5.0,60.0,-1.83
Chikkaballapura,B0010 bagepally,C1190 mittemari,4453 mittemari,325,37.29,25.38,4453,5.0,75.0,3.88
Chikkaballapura,B0010 bagepally,C1344 palyakere,4943 palyakere,177,43.11,26.15,4943,5.0,75.0,-2.74
Chikkaballapura,B0010 bagepally,C1354 pathapalya,4970 pathapalya,315,36.9,26.05,4970,5.0,75.0,-1.17
Chikkaballapura,B0010 bagepally,C1372 raccheruvu,5102 rashceravu,109,44.95,29.93,5102,4.0,85.0,8.18
Chikkaballapura,B0010 bagepally,C1520 somanathapura,5458 somanathapura,136,50.07,25.89,5458,15.0,85.0,2.96
Chikkaballapura,B0010 bagepally,C1600 thimampalli,5718 thimampalli,114,59.52,25.97,5718,20.0,90.0,0.29
Chikkaballapura,B0010 bagepally,C1620 tollapalli,5741 tholapalli,166,36.45,24.35,5741,5.0,75.0,10.47
Chikkaballapura,B0010 bagepally,C1726 yallampalli,6082 yallampalli,343,42.61,24.8,6082,10.0,75.0,0.79
Chikkaballapura,B0010 bagepally,C1750 yeragudi,4736 naramaddepalli,207,39.83,26.58,4736,5.0,77.0,0.24
Chikkaballapura,B0030 chikkaballapur,C0066 angarekanahalli,2787 hosahudya,94,51.97,25.4,2787,15.0,83.5,4.34
Chikkaballapura,B0030 chikkaballapur,C0066 angarekanahalli,714 angarekanahalli,571,47.45,28.02,714,10.0,85.0,9.1
Chikkaballapura,B0030 chikkaballapur,C0316 chickballapur rural,4220 manchanabele,324,51.19,25.4,4220,15.0,85.0,6.61
Chikkaballapura,B0030 chikkaballapur,C0316 chickballapur rural,5728 thippanahalli,272,51.34,23.6,5728,20.0,85.0,6.84
Chikkaballapura,B0030 chikkaballapur,C0411 dibbur,1842 dibbur,418,45.59,24.91,1842,10.0,80.0,4.05
Chikkaballapura,B0030 chikkaballapur,C0574 haleperasandra,3323 kammagattahalli,102,45.74,27.19,3323,10.0,85.0,6.7
Chikkaballapura,B0030 chikkaballapur,C0574 haleperasandra,4087 maddenahalli,328,42.0,26.32,4087,10.0,80.0,-0.18
Chikkaballapura,B0030 chikkaballapur,C0574 haleperasandra,523 addagal,173,54.86,23.85,523,21.0,80.0,10.95
Chikkaballapura,B0030 chikkaballapur,C0574 haleperasandra,810 aruru,197,58.15,24.66,810,20.0,87.0,5.5
Chikkaballapura,B0030 chikkaballapur,C0868 kammaguttahalli,3323 kammagattahalli,197,57.01,28.14,3323,15.0,90.0,5.26
Chikkaballapura,B0030 chikkaballapur,C0982 kondenahalli,2787 hosahudya,202,59.58,23.28,2787,30.0,90.0,1.08
Chikkaballapura,B0030 chikkaballapur,C0982 kondenahalli,3743 kondenahalli,177,51.1,30.3,3743,5.0,90.0,-8.1
Chikkaballapura,B0030 chikkaballapur,C1124 mandikal,4233 mandikal,207,58.38,23.48,4233,25.0,90.0,2.51
Chikkaballapura,B0030 chikkaballapur,C1146 marasanahalli,2481 harobande,321,60.26,25.13,2481,20.0,90.0,6.32
Chikkaballapura,B0030 chikkaballapur,C1206 muddenahalli,4087 maddenahalli,137,49.09,25.89,4087,15.0,80.0,4.53
Chikkaballapura,B0030 chikkaballapur,C1272 nandi,3911 kuppahalli,329,45.5,28.59,3911,10.0,85.0,-0.56
Chikkaballapura,B0030 chikkaballapur,C1272 nandi,4712 nandi,307,39.66,26.12,4712,5.0,80.0,9.83
Chikkaballapura,B0030 chikkaballapur,C1293 nayanahalli,4972 patrenahalli,199,59.62,27.07,4972,20.0,90.0,-2.2
Chikkaballapura,B0030 chikkaballapur,C1293 nayanahalli,6379 ajjavara,275,68.58,22.77,6379,35.0,95.0,7.46
Chikkaballapura,B0030 chikkaballapur,C1360 peresandra,4991 peresandra,298,69.19,24.39,4991,35.0,95.0,0.76
Chikkaballapura,B0030 chikkaballapur,C1366 poshettihalli,5009 poshettihali,513,51.35,27.0,5009,15.0,85.0,-0.45
Chikkaballapura,B0030 chikkaballapur,C1371 r.g. halli,1873 dodda pyayalagurki,368,53.34,27.19,1873,15.0,90.0,2.0
Chikkaballapura,B0030 chikkaballapur,C1419 s.gollahalli,2124 gollahalli,307,44.15,27.06,2124,8.0,85.0,1.15
Chikkaballapura,B0030 chikkaballapur,C1534 srirampura,1913 doddamarali,271,52.82,26.04,1913,15.0,85.0,4.38
Chikkaballapura,B0030 chikkaballapur,C1534 srirampura,534 agalagurki,178,55.42,25.49,534,20.0,90.0,11.3
Chikkaballapura,B0030 chikkaballapur,C1684 vaddrapalya,5728 thippanahalli,112,58.35,23.21,5728,25.5,90.0,11.04
Chikkaballapura,B0030 chikkaballapur,C1684 vaddrapalya,846 avalagurki,400,47.39,27.42,846,10.0,85.0,6.2
Chikkaballapura,B0034 chintamani,C0050 amitaganahalli,5913 upparpet,279,58.05,28.8,5913,15.0,95.0,1.43
Chikkaballapura,B0034 chintamani,C0075 anoor,3944 kurubur,237,37.0,27.28,3944,5.0,75.0,1.77
