district,block,cluster,gp,pct_mean_first,pct_floor_first,n_students_first,pct_mean_last,pct_floor_last,n_students_last,change_pp,floor_change_pp,annualised_pp,years,instrument_caveat
Chamarajanagara,B0054 hanur,C1498 shyagyam,5393 shygya,67.16,50.0,81,67.78,40.0,72,0.62,-10.0,0.31,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0048 gulbarga north,C1329 okali,4897 okali,50.32,10.0,78,50.96,13.0,47,0.64,3.0,0.32,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0035 chitradurga,C0331 chikkagondanahalli,4075 madanayakanahalli,44.03,5.0,221,44.69,9.0,159,0.66,4.0,0.33,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0015 basavakalyan,C1316 nirgudi,6525 nirgudi,36.73,5.0,113,37.4,5.0,100,0.67,0.0,0.34,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0043 gadag rural,C0077 antur bentur,741 antur-bentur,58.35,20.0,124,59.04,25.0,120,0.69,5.0,0.34,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0129 somavarpet,C1547 suntikoppa,3518 kedakallu,84.29,66.0,7,85.0,55.0,11,0.71,-11.0,0.36,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0089 lingasugur,C1169 mavinabhavi,4383 mavinabhavi,54.13,20.0,150,54.89,20.0,174,0.76,0.0,0.38,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0050 gundlupet,C0733 hundipura,2874 hundipura,40.12,9.5,40,40.88,10.0,74,0.76,0.5,0.38,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0050 gundlupet,C0021 agathagowdanahalli,608 alathur,44.12,15.0,136,44.89,10.0,141,0.77,-5.0,0.38,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0100 mulbagal,C1278 nangali,4726 nangali,48.73,5.0,130,49.5,5.0,100,0.77,0.0,0.38,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0030 chikkaballapur,C1366 poshettihalli,5009 poshettihali,51.49,10.0,198,52.27,15.0,154,0.78,5.0,0.39,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0052 hagaribommanahalli,C1590 thambra halli,4589 muthkur,37.65,0.0,147,38.43,5.0,121,0.78,5.0,0.39,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0094 malur,C0338 chikkathirupathi,3062 jayamangala,51.67,14.5,60,52.46,15.0,69,0.79,0.5,0.4,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0041 dharwad,C1285 narendra,3938 kurubagatti,64.38,25.0,211,65.2,35.0,249,0.82,10.0,0.41,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0050 gundlupet,C0598 hangala,6256 mangala,53.56,25.0,45,54.39,20.0,49,0.83,-5.0,0.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0055 harapanahalli,C0307 chatnihalli,1523 chatnihalli,40.75,0.0,161,41.58,5.0,231,0.83,5.0,0.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0041 dharwad,C1285 narendra,4750 narendra,71.94,40.0,173,72.78,45.0,379,0.84,5.0,0.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0041 dharwad,C1313 nigdi,1798 devarahubballi,77.5,45.0,178,78.35,55.0,170,0.85,10.0,0.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0084 kudligi,C1094 mahadevapura,2201 gudekote,39.71,5.0,85,40.57,5.0,262,0.86,0.0,0.43,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0059 hiriyur,C1680 v.v.pura,5931 v.v.pura,46.05,15.0,215,46.92,10.0,167,0.87,-5.0,0.44,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0035 chitradurga,C0326 chikkabennuru,1569 chikkabennuru,44.41,0.0,145,45.3,10.0,132,0.89,10.0,0.44,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0020 bidar,C0034 aliamber,616 aliamber,50.5,19.5,90,51.39,15.0,101,0.89,-4.5,0.44,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0094 malur,C1159 masthi,4353 masthi,54.8,15.0,147,55.75,15.0,67,0.95,0.0,0.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0012 ballari east,C1504 sidiginamola,3445 karekallu,27.45,0.0,106,28.42,5.0,146,0.97,5.0,0.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0092 madikeri,C1280 napoklu,4731 napoklu,52.38,15.0,149,53.35,24.0,79,0.97,9.0,0.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0107 nelamangala,C1523 sompura,5467 sompura,58.46,15.5,162,59.43,27.5,106,0.97,12.0,0.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0012 ballari east,C1510 sirivara,1450 byradevanahalli,38.36,5.0,125,39.36,5.0,163,1.0,0.0,0.5,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0033 chincholi,C0980 konchawaram,5992 venktapur,54.58,30.0,71,55.59,20.0,162,1.01,-10.0,0.5,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0028 channagiri,C0781 jammapura,4302 maravanji,45.37,5.0,107,46.41,5.0,96,1.04,0.0,0.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0080 kollegala,C0863 kamagere,5394 siddaiahanapura,71.08,42.0,65,72.13,55.0,75,1.05,13.0,0.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0122 shirhatti,C1550 suranagi,962 balehosur,53.38,15.0,139,54.43,30.0,132,1.05,15.0,0.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0088 kustagi,C0444 dotihal,6186 kesur,49.0,15.0,105,50.05,20.0,101,1.05,5.0,0.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0042 doddaballapura,C1379 rajaghatta,3722 konaghatta,50.78,15.0,51,51.83,24.5,60,1.05,9.5,0.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0015 basavakalyan,C0851 kalkora,3263 kalkhora,27.87,5.0,143,28.93,5.0,131,1.06,0.0,0.53,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0107 nelamangala,C1134 manne,4268 manne,59.85,15.0,68,60.94,20.0,69,1.09,5.0,0.54,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0107 nelamangala,C0019 agalakuppe,537 agalakuppe,64.06,30.0,101,65.19,20.0,132,1.13,-10.0,0.56,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0094 malur,C1015 kudiyanur,5223 santhehalli,62.3,24.5,150,63.45,30.0,116,1.15,5.5,0.58,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0119 sedam,C1211 mudhol,4505 mudhol,26.62,0.0,145,27.79,5.0,86,1.17,5.0,0.58,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0049 gulbarga south,C1277 nandur (k),213009027 hagaraga,38.12,5.0,112,39.3,0.0,57,1.18,-5.0,0.59,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0043 gadag rural,C0332 chikkahandigol,1158 belahod,42.89,5.0,133,44.08,10.0,142,1.19,5.0,0.6,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0106 navalgund,C1267 nalavadi,4687 nalavadi,60.95,13.0,137,62.17,30.0,113,1.22,17.0,0.61,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0036 chittapur,C0232 bheemanahalli,1283 bheemanahalli,34.62,0.0,130,35.84,13.0,77,1.22,13.0,0.61,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0052 hagaribommanahalli,C1196 morigeri,4474 morigeri,34.36,5.0,181,35.61,5.0,172,1.25,0.0,0.62,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0040 devanahalli,C0433 doddasanne,731 anneshwara,87.99,70.0,127,89.26,75.0,141,1.27,5.0,0.64,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0092 madikeri,C1179 mekeri,4142 makkandur,63.1,45.0,21,64.38,38.0,24,1.28,-7.0,0.64,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0068 humnabad,C1131 manna-ekhelli,4243 mangalgi,34.63,3.0,107,35.91,0.0,66,1.28,-3.0,0.64,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0066 hubli,C1489 shirguppi,5897 umachagi,71.45,40.5,62,72.73,45.0,77,1.28,4.5,0.64,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0046 gubbi,C0052 ammana ghatta,662 ammanagatta,74.85,45.0,98,76.19,36.0,113,1.34,-9.0,0.67,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0136 tumkur,C1473 seethakal,5289 seethakallu,64.47,25.0,114,65.83,20.0,127,1.36,-5.0,0.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0092 madikeri,C1437 sampaje,6385 sampaje,60.71,26.0,63,62.1,30.0,69,1.39,4.0,0.7,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0129 somavarpet,C0596 handli,2414 handli,56.35,20.0,52,57.75,24.5,40,1.4,4.5,0.7,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0100 mulbagal,C1214 mudiyanur,4510 mudiyanur,67.19,25.0,80,68.6,24.0,89,1.41,-1.0,0.7,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0066 hubli,C1323 noolvi,5322 sherewad,64.2,34.0,119,65.62,40.0,161,1.42,6.0,0.71,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0090 maddur,C0987 koppa,6451 koppa,73.75,31.5,24,75.17,60.0,29,1.42,28.5,0.71,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0019 bhalki,C1707 wanjarkhed marathi,6021 wanjarkhed,50.0,15.0,107,51.43,11.5,84,1.43,-3.5,0.72,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Belagavi,B0113 ramdurg,C1129 manihal,4256 manihal,75.7,50.0,121,77.13,55.0,174,1.43,5.0,0.72,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0096 manvi,C1367 potnal,5010 potanal,43.03,10.0,155,44.51,10.5,122,1.48,0.5,0.74,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0020 bidar,C1103 malegaon,820 astoor,31.06,0.0,141,32.56,5.0,90,1.5,5.0,0.75,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0092 madikeri,C0822 kadagadalu,4286 maragodu,50.68,5.0,66,52.19,20.5,32,1.51,15.5,0.76,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0009 bagalkot,C0217 bhagavati,1216 benakatti,77.76,40.0,114,79.31,50.0,197,1.55,10.0,0.78,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0093 malavally,C1909 byadarahalli,1426 byadara haly,60.67,25.0,67,62.22,34.0,79,1.55,9.0,0.78,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0010 bagepally,C0464 g.maddepalli,2150 gorathapalli,48.44,6.5,64,50.0,10.0,71,1.56,3.5,0.78,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0064 hosakote,C0277 bylanarasapura,6170 hettakki,66.5,31.0,103,68.07,27.5,96,1.57,-3.5,0.78,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0141 yadgir,C0120 badiyal,915 badiyal,51.59,15.0,85,53.17,25.5,52,1.58,10.5,0.79,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0002 aland,C0450 durga siroor,6182 mogha k,40.83,5.0,108,42.43,10.0,103,1.6,5.0,0.8,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0115 ron,C0005 abbigeri,502 abbigeri,70.43,45.0,150,72.04,50.0,314,1.61,5.0,0.8,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0089 lingasugur,C0547 guragunta,2260 gurugunta,33.35,5.0,387,35.02,5.0,329,1.67,0.0,0.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0089 lingasugur,C1446 santekellur,4374 mattur,44.46,2.5,196,46.14,7.0,105,1.68,4.5,0.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0076 kalghatagi,C0448 dumwad,1838 dhummavad,52.38,10.0,149,54.08,20.0,184,1.7,10.0,0.85,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0115 ron,C0655 hirehal,2633 hirehal,78.84,55.0,151,80.55,60.0,272,1.71,5.0,0.86,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0020 bidar,C1397 ranjolkheni,5099 ranjol kheni,37.08,2.5,36,38.82,0.0,51,1.74,-2.5,0.87,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0064 hosakote,C1595 thavarekere,6386 thavarekere,49.84,10.0,93,51.61,16.0,93,1.77,6.0,0.88,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0092 madikeri,C1437 sampaje,1539 chembu,68.71,25.0,89,70.48,40.0,84,1.77,15.0,0.88,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0035 chitradurga,C0431 doddalaghatta,1907 doddalaghatta,37.84,0.0,139,39.62,5.0,145,1.78,5.0,0.89,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0096 manvi,C1138 manvi rural,5147 sadapur,48.77,15.0,151,50.56,14.0,45,1.79,-1.0,0.9,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0041 dharwad,C1223 mummigatti,3973 kyarakoppa,72.22,35.0,158,74.02,55.0,143,1.8,20.0,0.9,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0126 sindhanur,C1497 shri venkteswara camp,5454 somalapur,43.68,10.0,102,45.48,10.0,94,1.8,0.0,0.9,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0036 chittapur,C1077 madaboola,4055 madabool,40.75,5.0,179,42.56,16.5,154,1.81,11.5,0.9,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0076 kalghatagi,C0487 ganjigatti,5560 surashittikoppa,50.0,1.0,113,51.81,10.0,124,1.81,9.0,0.9,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0120 shahapur,C0576 halgera,5893 ullesugur,51.82,5.0,121,53.64,20.0,110,1.82,15.0,0.91,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0063 hosadurga,C0732 hunavinadu,2872 hunavinadu,52.91,14.0,129,54.73,15.0,203,1.82,1.0,0.91,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0126 sindhanur,C1412 roudakunda,5167 salagunda,34.09,0.0,209,35.92,5.0,222,1.83,5.0,0.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0115 ron,C0096 asuti,823 asuti,60.21,30.0,145,62.06,30.0,170,1.85,0.0,0.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
